Key	Form	URL
make-input-port	(make-input-port handler input-buffer)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s11
make-input/output-port	(make-input/output-port handler input-buffer output-buffer)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s11
make-list	(make-list n)~(make-list n obj)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s7
make-mutex	(make-mutex)	https://cisco.github.io/ChezScheme/csug9.5/threads.html#./threads:s6
make-object-finder	(make-object-finder pred)~(make-object-finder pred g)~(make-object-finder pred x g)	https://cisco.github.io/ChezScheme/csug9.5/debug.html#./debug:s26
make-output-port	(make-output-port handler output-buffer)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s11
make-parameter	(make-parameter object)~(make-parameter object procedure)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s228
make-record-type	(make-record-type type-name fields)~(make-record-type parent-rtd type-name fields)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s184
make-source-condition	(make-source-condition form)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s5
make-source-file-descriptor	(make-source-file-descriptor string binary-input-port)~(make-source-file-descriptor string binary-input-port reset?)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s63
make-source-object	(make-source-object sfd bfp efp)~(make-source-object sfd bfp efp line column)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s55
make-sstats	(make-sstats cpu real bytes gc-count gc-cpu gc-real gc-bytes)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s211
make-thread-parameter	(make-thread-parameter object)~(make-thread-parameter object procedure)	https://cisco.github.io/ChezScheme/csug9.5/threads.html#./threads:s25
make-time	(make-time type nsec sec)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s183
make-weak-eq-hashtable	(make-weak-eq-hashtable)~(make-weak-eq-hashtable size)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s118
make-weak-eqv-hashtable	(make-weak-eqv-hashtable)~(make-weak-eqv-hashtable size)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s118
mark-port-closed!	(mark-port-closed! port)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s22
maximum-memory-bytes	(maximum-memory-bytes)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s207
maybe-compile-file	(maybe-compile-file input-filename)~(maybe-compile-file input-filename output-filename)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s64
maybe-compile-library	(maybe-compile-library input-filename)~(maybe-compile-library input-filename output-filename)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s64
maybe-compile-program	(maybe-compile-program input-filename)~(maybe-compile-program input-filename output-filename)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s64
merge	(merge predicate list1 list2)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s112
merge!	(merge! predicate list1 list2)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s112
meta	(meta . definition)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s36
meta-cond	(meta-cond clause1 clause2 ...)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s37
mkdir	(mkdir path)~(mkdir path mode)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s134
module	(module name interface defn ... init ...)~(module interface defn ... init ...)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s21
most-negative-fixnum	(most-negative-fixnum)	https://cisco.github.io/ChezScheme/csug9.5/numeric.html#./numeric:s14
most-positive-fixnum	(most-positive-fixnum)	https://cisco.github.io/ChezScheme/csug9.5/numeric.html#./numeric:s14
multibyte->string	(multibyte->string code-page bytevector)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s84
mutable-box?	(mutable-box? obj)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s84
mutable-bytevector?	(mutable-bytevector? obj)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s65
mutable-fxvector?	(mutable-fxvector? obj)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s52
mutable-string?	(mutable-string? obj)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s24
mutable-vector?	(mutable-vector? obj)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s34
mutex-acquire	(mutex-acquire mutex)~(mutex-acquire mutex block?)	https://cisco.github.io/ChezScheme/csug9.5/threads.html#./threads:s8
mutex-release	(mutex-release mutex)	https://cisco.github.io/ChezScheme/csug9.5/threads.html#./threads:s9
mutex?	(mutex? obj)	https://cisco.github.io/ChezScheme/csug9.5/threads.html#./threads:s7
new-cafe	(new-cafe)~(new-cafe eval-proc)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s147
nonnegative?	(nonnegative? real)	https://cisco.github.io/ChezScheme/csug9.5/numeric.html#./numeric:s73
nonpositive?	(nonpositive? real)	https://cisco.github.io/ChezScheme/csug9.5/numeric.html#./numeric:s72
number->string	(number->string num)~(number->string num radix)~(number->string num radix precision)	https://cisco.github.io/ChezScheme/csug9.5/numeric.html#./numeric:s79
object-counts	(object-counts)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s218
oblist	(oblist)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s109
only	only	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s22
open-fd-input-port	(open-fd-input-port fd)~(open-fd-input-port fd b-mode)~(open-fd-input-port fd b-mode ?transcoder)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s54
open-fd-input/output-port	(open-fd-input/output-port fd)~(open-fd-input/output-port fd b-mode)~(open-fd-input/output-port fd b-mode ?transcoder)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s82
open-fd-output-port	(open-fd-output-port fd)~(open-fd-output-port fd b-mode)~(open-fd-output-port fd b-mode ?transcoder)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s72
open-input-file	(open-input-file path)~(open-input-file path options)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s51
open-input-output-file	(open-input-output-file path)~(open-input-output-file path options)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s81
open-input-string	(open-input-string string)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s38
open-output-file	(open-output-file path)~(open-output-file path options)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s69
open-output-string	(open-output-string)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s41
open-process-ports	(open-process-ports command)~(open-process-ports command b-mode)~(open-process-ports command b-mode ?transcoder)	https://cisco.github.io/ChezScheme/csug9.5/foreign.html#./foreign:s5
open-source-file	(open-source-file sfd)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s71
optimize-level	optimize-level	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s96
ormap	(ormap procedure list1 list2 ...)	https://cisco.github.io/ChezScheme/csug9.5/control.html#./control:s7
parameterize	(parameterize ((param expr) ...) body1 body2 ...)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s230
pariah	(pariah expr1 expr2 ...)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s120
path-absolute?	(path-absolute? path)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s142
path-extension	(path-extension path)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s142
path-first	(path-first path)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s142
path-last	(path-last path)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s142
path-parent	(path-parent path)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s142
path-rest	(path-rest path)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s142
path-root	(path-root path)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s142
petite?	(petite?)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s236
port-bol?	(port-bol? port)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s25
port-closed?	(port-closed? port)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s23
port-file-compressed!	(port-file-compressed! port)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s37
port-file-descriptor	(port-file-descriptor port)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s47
port-handler	(port-handler port)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s13
port-has-port-length?	(port-has-port-length? port)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s29
port-has-port-nonblocking??	(port-has-port-nonblocking?? port)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s31
port-has-set-port-length!?	(port-has-set-port-length!? port)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s30
port-has-set-port-nonblocking!?	(port-has-set-port-nonblocking!? port)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s32
port-input-buffer	(port-input-buffer input-port)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s14
port-input-count	(port-input-count input-port)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s16
port-input-empty?	(port-input-empty? input-port)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s17
port-input-index	(port-input-index input-port)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s14
port-input-size	(port-input-size input-port)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s14
port-length	(port-length port)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s29
port-name	(port-name port)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s27
port-nonblocking?	(port-nonblocking? port)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s31
port-output-buffer	(port-output-buffer output-port)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s18
port-output-count	(port-output-count output-port)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s20
port-output-full?	(port-output-full? output-port)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s21
port-output-index	(port-output-index output-port)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s18
port-output-size	(port-output-size output-port)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s18
predicate	predicate	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s174
prefix	prefix	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s174
pretty-file	(pretty-file ifn ofn)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s86
pretty-format	(pretty-format sym)~(pretty-format sym fmt)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s87
pretty-initial-indent	pretty-initial-indent	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s92
pretty-line-length	pretty-line-length	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s90
pretty-maximum-lines	pretty-maximum-lines	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s95
pretty-one-line-limit	pretty-one-line-limit	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s90
pretty-print	(pretty-print obj)~(pretty-print obj textual-output-port)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s85
pretty-standard-indent	pretty-standard-indent	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s94
print-brackets	print-brackets	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s117
print-char-name	print-char-name	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s100
print-extended-identifiers	print-extended-identifiers	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s119
print-gensym	print-gensym	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s112
print-graph	print-graph	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s102
print-length	print-length	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s106
print-level	print-level	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s106
print-precision	print-precision	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s122
print-radix	print-radix	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s111
print-record	print-record	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s183
print-unicode	print-unicode	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s123
print-vector-length	print-vector-length	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s120
printf	(printf format-string obj ...)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s98
procedure-arity-mask	(procedure-arity-mask proc)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s198
process	(process command)	https://cisco.github.io/ChezScheme/csug9.5/foreign.html#./foreign:s7
profile	(profile source-object)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s134
profile-clear	(profile-clear)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s136
profile-clear-database	(profile-clear-database)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s146
profile-dump	(profile-dump)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s138
profile-dump-data	(profile-dump-data path)~(profile-dump-data path dump)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s143
profile-dump-html	(profile-dump-html)~(profile-dump-html prefix)~(profile-dump-html prefix dump)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s139
profile-dump-list	(profile-dump-list)~(profile-dump-list warn?)~(profile-dump-list warn? dump)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s142
profile-line-number-color	(profile-line-number-color)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s141
profile-load-data	(profile-load-data path ...)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s144
profile-palette	(profile-palette)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s140
profile-query-weight	(profile-query-weight obj)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s145
profile-release-counters	(profile-release-counters)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s137
property-list	(property-list symbol)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s108
put-bytevector-some	(put-bytevector-some binary-output-port bytevector)~(put-bytevector-some binary-output-port bytevector start)~(put-bytevector-some binary-output-port bytevector start n)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s75
put-hash-table!	(put-hash-table! ht k v)	https://cisco.github.io/ChezScheme/csug9.5/compat.html#./compat:s2
put-registry!	(put-registry! key val)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s242
put-string-some	(put-string-some textual-output-port string)~(put-string-some textual-output-port string start)~(put-string-some textual-output-port string start n)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s76
putenv	(putenv key value)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s241
putprop	(putprop symbol key value)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s102
r5rs	r5rs	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s29
r5rs-syntax	r5rs-syntax	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s31
random	(random real)	https://cisco.github.io/ChezScheme/csug9.5/numeric.html#./numeric:s64
random-seed	random-seed	https://cisco.github.io/ChezScheme/csug9.5/numeric.html#./numeric:s65
ratnum?	(ratnum? obj)	https://cisco.github.io/ChezScheme/csug9.5/numeric.html#./numeric:s12
read-token	(read-token)~(read-token textual-input-port)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s64
real-time	(real-time)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s202
rec	(rec var expr)	https://cisco.github.io/ChezScheme/csug9.5/binding.html#./binding:s17
record-case	(record-case expr clause1 clause2 ...)	https://cisco.github.io/ChezScheme/csug9.5/control.html#./control:s3
record-constructor	(record-constructor rcd)~(record-constructor rtd)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s187
record-constructor-descriptor?	(record-constructor-descriptor? obj)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s1
record-equal-procedure	(record-equal-procedure record1 record2)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s155
record-field-accessible?	(record-field-accessible? rtd field-id)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s189
record-field-accessor	(record-field-accessor rtd field-id)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s188
record-field-mutable?	(record-field-mutable? rtd field-id)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s191
record-field-mutator	(record-field-mutator rtd field-id)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s190
record-hash-procedure	(record-hash-procedure record)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s157
record-reader	(record-reader name)~(record-reader rtd)~(record-reader name rtd)~(record-reader name #f)~(record-reader rtd #f)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s178
record-type-descriptor	(record-type-descriptor rec)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s197
record-type-equal-procedure	(record-type-equal-procedure rtd equal-proc)~(record-type-equal-procedure rtd)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s154
record-type-field-decls	(record-type-field-decls rtd)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s195
record-type-field-names	(record-type-field-names rtd)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s194
record-type-hash-procedure	(record-type-hash-procedure rtd hash-proc)~(record-type-hash-procedure rtd)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s156
record-type-name	(record-type-name rtd)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s192
record-type-symbol	(record-type-symbol rtd)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s193
record-writer	(record-writer rtd)~(record-writer rtd procedure)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s179
record?	(record? obj)~(record? obj rtd)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s196
register-signal-handler	(register-signal-handler sig procedure)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s28
release-minimum-generation	release-minimum-generation	https://cisco.github.io/ChezScheme/csug9.5/smgmt.html#./smgmt:s18
remove!	(remove! obj list)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s10
remove-foreign-entry	(remove-foreign-entry entry-name)	https://cisco.github.io/ChezScheme/csug9.5/foreign.html#./foreign:s162
remove-hash-table!	(remove-hash-table! ht k)	https://cisco.github.io/ChezScheme/csug9.5/compat.html#./compat:s4
remove-registry!	(remove-registry! key)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s242
remprop	(remprop symbol key)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s106
remq!	(remq! obj list)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s10
remv!	(remv! obj list)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s10
rename	rename	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s22
rename-file	(rename-file old-pathname new-pathname)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s137
require-nongenerative-clause	require-nongenerative-clause	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s140
reset	(reset)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s158
reset-cost-center!	(reset-cost-center! cost-center)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s227
reset-handler	reset-handler	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s159
reset-maximum-memory-bytes!	(reset-maximum-memory-bytes!)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s208
reverse!	(reverse! list)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s12
revisit	(revisit path)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s53
run-cp0	run-cp0	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s113
s8-list->bytevector	(s8-list->bytevector list)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s61
sc-expand	(sc-expand obj)~(sc-expand obj env)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s87
scheme	scheme	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s28
scheme-environment	(scheme-environment)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s31
scheme-program	scheme-program	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s169
scheme-script	scheme-script	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s165
scheme-start	scheme-start	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s164
scheme-version	(scheme-version)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s234
scheme-version-number	(scheme-version-number)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s235
set-binary-port-input-buffer!	(set-binary-port-input-buffer! binary-input-port bytevector)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s15
set-binary-port-input-index!	(set-binary-port-input-index! binary-input-port n)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s15
set-binary-port-input-size!	(set-binary-port-input-size! binary-input-port n)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s15
set-binary-port-output-buffer!	(set-binary-port-output-buffer! binary-output-port bytevector)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s19
set-binary-port-output-index!	(set-binary-port-output-index! output-port n)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s19
set-binary-port-output-size!	(set-binary-port-output-size! output-port n)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s19
set-box!	(set-box! box obj)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s82
set-port-bol!	(set-port-bol! output-port obj)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s24
set-port-eof!	(set-port-eof! input-port obj)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s26
set-port-input-buffer!	(set-port-input-buffer! input-port x)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s15
set-port-input-index!	(set-port-input-index! input-port n)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s15
set-port-input-size!	(set-port-input-size! input-port n)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s15
set-port-length!	(set-port-length! port len)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s30
set-port-name!	(set-port-name! port obj)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s28
set-port-nonblocking!	(set-port-nonblocking! port obj)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s32
set-port-output-buffer!	(set-port-output-buffer! output-port x)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s19
set-port-output-index!	(set-port-output-index! output-port n)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s19
set-port-output-size!	(set-port-output-size! output-port n)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s19
set-sstats-bytes!	(set-sstats-bytes! s new-value)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s214
set-sstats-cpu!	(set-sstats-cpu! s new-value)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s214
set-sstats-gc-bytes!	(set-sstats-gc-bytes! s new-value)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s214
set-sstats-gc-count!	(set-sstats-gc-count! s new-value)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s214
set-sstats-gc-cpu!	(set-sstats-gc-cpu! s new-value)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s214
set-sstats-gc-real!	(set-sstats-gc-real! s new-value)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s214
set-sstats-real!	(set-sstats-real! s new-value)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s214
set-textual-port-input-buffer!	(set-textual-port-input-buffer! textual-input-port string)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s15
set-textual-port-input-index!	(set-textual-port-input-index! textual-input-port n)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s15
set-textual-port-input-size!	(set-textual-port-input-size! textual-input-port n)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s15
set-textual-port-output-buffer!	(set-textual-port-output-buffer! textual-output-port string)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s19
set-textual-port-output-index!	(set-textual-port-output-index! textual-output-port n)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s19
set-textual-port-output-size!	(set-textual-port-output-size! textual-output-port n)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s19
set-time-nanosecond!	(set-time-nanosecond! time nsec)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s186
set-time-second!	(set-time-second! time sec)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s186
set-time-type!	(set-time-type! time type)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s186
set-timer	(set-timer n)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s22
set-top-level-value!	(set-top-level-value! symbol obj)~(set-top-level-value! symbol obj env)	https://cisco.github.io/ChezScheme/csug9.5/binding.html#./binding:s26
set-virtual-register!	(set-virtual-register! k x)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s232
sinh	(sinh num)	https://cisco.github.io/ChezScheme/csug9.5/numeric.html#./numeric:s76
sleep	(sleep time)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s198
sort	(sort predicate list)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s111
sort!	(sort! predicate list)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s111
source-condition-form	(source-condition-form condition)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s5
source-condition?	(source-condition? obj)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s5
source-directories	source-directories	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s94
source-file-descriptor	(source-file-descriptor path checksum)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s67
source-file-descriptor-checksum	(source-file-descriptor-checksum sfd)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s65
source-file-descriptor-path	(source-file-descriptor-path sfd)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s66
source-file-descriptor?	(source-file-descriptor? obj)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s64
source-object-bfp	(source-object-bfp source-object)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s58
source-object-column	(source-object-column source-object)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s61
source-object-efp	(source-object-efp source-object)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s59
source-object-line	(source-object-line source-object)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s60
source-object-sfd	(source-object-sfd source-object)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s57
source-object?	(source-object? obj)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s56
sstats-bytes	(sstats-bytes s)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s213
sstats-cpu	(sstats-cpu s)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s213
sstats-difference	(sstats-difference s1 s2)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s215
sstats-gc-bytes	(sstats-gc-bytes s)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s213
sstats-gc-count	(sstats-gc-count s)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s213
